case_number,breach_number,defendant,court_name,court_level,act,regulation,date_of_hearing,result,fine,address,region,local_authority,industry,main_activity,type_of_location,hse_group,hse_directorate,hse_area,hse_division,combined_id,cytora_ingest_ts
4691717,01,Ruttle Plant (Birmingham ) Limited,Blackpool,Magistrates Court,,Work at Height Regulations 2005 (No  4) para 1,26/01/2022,Fine,"£65,667.00",Common Bank LaneChorleyLancashirePR7 1NREngland,North West,Chorley,Total service industries,68100 - BUYING/SELLING OWN REAL ESTATE,,HSE Group,HSE Directorate,HSE Area,HSE Division,4691717001,1652957551.1378312
