case_number,breach_number,defendant,court_name,court_level,act,regulation,date_of_hearing,result,fine,address,region,local_authority,industry,main_activity,type_of_location,hse_group,hse_directorate,hse_area,hse_division,combined_id,cytora_ingest_ts
4666102,02,A & S Metal Recycling Limited,Birmingham,Magistrates Court,"Health and Safety At Work Act 1974, Section 2, Sub Section 1",,25/02/2022,Fine,"£66,000.00",Sandy Lane Industial Estate/AA & S Metal Recycling LimitedSandy Lane Industrial EstateSTOURPORT-ON-SEVERNWorcestershireDY13 9QBEngland,Midlands,Wyre Forest,Extractive and utility supply industries,38110 - COLLECTION NON-HAZARDOUS WASTE,Fixed,HSE Group,HSE Directorate,HSE Area,HSE Division,4666102002,2022-05-18 09:29:10.817044+00:00
