Case Number,Breach Number,Defendant,Court Name,Court Level,Act,Regulation,Date of Hearing,Result,Fine,Address,Region,Local Authority,Industry,Main Activity,Type of Location,HSE Group,HSE Directorate,HSE Area,HSE Division,Combined Id,Time-st
4613578,01,AR Haulage Limited,Hamilton,Sheriff Court (Summary),"Health and Safety At Work Act 1974, Section 2, Sub Section 0",,12/05/2021,Fine,"£26,250.00",HO RedMoss Garage Biggar/AR HaAR HaulageRed Moss GarageRedmossBIGGARLanarkshireML12 6SXScotland,Scotland,South Lanarkshire UA,Total service industries,49410 - FREIGHT TRANSPORT BY ROAD,Fixed,HSE Group,HSE Directorate,HSE Area,HSE Division,4613578001,2022-05-17 10:19:10.332872+00:00
