case_number,breach_number,defendant,court_name,court_level,act,regulation,date_of_hearing,result,fine,address,region,local_authority,industry,main_activity,type_of_location,hse_group,hse_directorate,hse_area,hse_division,combined_id,cytora_ingest_ts
4706134,01,Cutting Edge Trading Limited,Dudley,Magistrates Court,"Health and Safety At Work Act 1974, Section 2, Sub Section 1",,23/02/2022,Fine,"£18,000.00",5-6 Station Road I E/Cutting E5-6 Station Road Industrial EsStation RoadROWLEY REGISWest MidlandsB65 0JYEngland,Midlands,Sandwell,Manufacturing,32990 - OTHER MANUFACTURING NEC,Fixed,HSE Group,HSE Directorate,HSE Area,HSE Division,4706134001,1652957547.224952
