case_number,breach_number,defendant,court_name,court_level,act,regulation,date_of_hearing,result,fine,address,region,local_authority,industry,main_activity,type_of_location,hse_group,hse_directorate,hse_area,hse_division,combined_id,cytora_ingest_ts
4665274,01,Easy Load Limited,Folkestone,Magistrates Court,"Health and Safety At Work Act 1974, Section 4, Sub Section 1",,20/07/2021,Prison Suspended,£0.00,HQ/Lee's Yard/Easy Load LimiteLees YardOld Rochester WayDARTFORDKentDA1 3QUEngland,East & South East,Dartford,Total service industries,46770 - WHOLESALE OF WASTE AND SCRAP,Fixed,HSE Group,HSE Directorate,HSE Area,HSE Division,4665274001,1652957597.9067972
