Defendant,Description,Offence Date,Total Fine,Total Costs Awarded to HSE,Time-st
Thorncliffe Building Supplies Limited,"Investigation identified occasional, foreseeable absence of banksman allowed unfettered access to site by wagons while shovel loaders were operating.  All reasonably practicable measures to prevent this not taken. S2 HSW PR proposed",06/06/2019,"£180,000.00","£5,856.30",2022-05-05 16:12:52.515036+00:00
