Defendant,Description,Offence Date,Total Fine,Total Costs Awarded to HSE,Time-st
Iproject Cheshire Limited,"Prosecution of Iproject Cheshire Limited, had been carrying out refurbishment works on a building in Didsbury, Manchester. On 14 August 2019, employees of the company undermined the foundations while digging out the ground around the building causing the partial collapse of the building. There were no injuries or fatalities during the incident, but the collapse presented a risk to life.",12/08/2019,"£31,500.00","£13,500.00",2022-05-05 16:12:14.617525+00:00
