Defendant,Description,Offence Date,Total Fine,Total Costs Awarded to HSE,Time-st
The Gateshead Cheder Limited,Failure to devise and give effect to suitable arrangements for the planning and safe execution of school trips involving trekking activities,05/03/2020,"£30,000.00","£4,547.80",2022-05-05 16:12:25.418468+00:00
