Defendant,Description,Offence Date,Total Fine,Total Costs Awarded to HSE,Time-st
Urban Living Constructions Limited,"At the time of my visit work was taking place to complete the basement. However there were numerous risks on site including an unshored excavation, numerous work at height risks, unsafe access and egress to and from the site, a lack of clarity about the structure of the building, unsafe gas work and also materials and plant stored in close proximity to the excavation edge.",05/08/2019,"£50,000.00",£942.70,2022-05-05 16:11:45.742185+00:00
