Defendant,Description,Offence Date,Total Fine,Total Costs Awarded to HSE,Time-st
Guilford Europe Limited,Guilford Europe Ltd - Prosecution following burn injuries,04/06/2019,"£100,000.00","£3,751.60",2022-05-05 14:35:44.961848+00:00
