Defendant,Description,Offence Date,Total Fine,Total Costs Awarded to HSE,Time-st
D Copeland Engineering Limited,"Failed to make a suitable and sufficient assessment of the risks, and failed  to provide a safe system of work for the lifting, turning and supporting of a dolphin jacket being welded by employee whereupon the dolphin jacket moved in an uncontrolled manner when the temporary supports failed",22/06/2017,"£25,000.00",£0.00,2022-05-05 14:36:04.053826+00:00
