Defendant,Description,Offence Date,Total Fine,Total Costs Awarded to HSE,Time-st
Fire Protection Group (FPG) Limited,Employee was crushed and trapped by a dangerous part of machinery.,22/02/2017,"£50,000.00",£0.00,2022-05-05 14:36:05.900506+00:00
