Defendant,Description,Offence Date,Total Fine,Total Costs Awarded to HSE,Time-st
Gavigan Paving Limited,Gavigan paving Ltd Prosecution raised under Work at Height Regs 2005,15/05/2020,"£5,333.00","£6,455.20",2022-05-05 16:11:27.425658+00:00
