Defendant,Description,Offence Date,Total Fine,Total Costs Awarded to HSE,Time-st
Queensferry Car Breakers Limited,"Queensferry Car Breakers Limited - HSWA, Employers Liability, Management of H&S",01/03/2021,"£60,000.00","£3,923.32",2022-05-05 16:11:36.078493+00:00
