case_number,breach_number,defendant,court_name,court_level,act,regulation,date_of_hearing,result,fine,address,region,local_authority,industry,main_activity,type_of_location,hse_group,hse_directorate,hse_area,hse_division,combined_id,cytora_ingest_ts
4613578,01,AR Haulage Limited,Hamilton,Sheriff Court (Summary),"Health and Safety At Work Act 1974, Section 2, Sub Section 0",,12/05/2021,Fine,"£26,250.00",HO RedMoss Garage Biggar/AR HaAR HaulageRed Moss GarageRedmossBIGGARLanarkshireML12 6SXScotland,Scotland,South Lanarkshire UA,Total service industries,49410 - FREIGHT TRANSPORT BY ROAD,Fixed,HSE Group,HSE Directorate,HSE Area,HSE Division,4613578001,1652957743.9802625
