case_number,breach_number,defendant,court_name,court_level,act,regulation,date_of_hearing,result,fine,address,region,local_authority,industry,main_activity,type_of_location,hse_group,hse_directorate,hse_area,hse_division,combined_id,cytora_ingest_ts
4667441,01,JNR Developers Limited,Cardiff,Magistrates Court,"Health and Safety At Work Act 1974, Section 3, Sub Section 1",,24/11/2020,Fine,"£32,000.00","98-100 & 102 Richmond RoadMarine House, 21-23 Mount StuaCardiffSouth GlamorganWales",Wales & South West,Cardiff UA,Construction,41202 - CONSTRUCTION DOMESTIC BLDGS,,HSE Group,HSE Directorate,HSE Area,HSE Division,4667441001,1652957769.390489
