case_number,breach_number,defendant,court_name,court_level,act,regulation,date_of_hearing,result,fine,address,region,local_authority,industry,main_activity,type_of_location,hse_group,hse_directorate,hse_area,hse_division,combined_id,cytora_ingest_ts
4485070,01,Horbury Building Systems Limited,Birmingham,Magistrates Court,,Work at Height Regulations 2005 (No  4) para 1,03/03/2017,Fine,"£66,666.00",New Zealand BlocksWelsh House Farm RoadBirminghamWest MidlandsB32 2JTEngland,Midlands,Birmingham,Construction,41200 - CONSTRUCTION OF BUILDINGS,,HSE Group,HSE Directorate,HSE Area,HSE Division,4485070001,1652958042.1540096
