case_number,breach_number,defendant,court_name,court_level,act,regulation,date_of_hearing,result,fine,address,region,local_authority,industry,main_activity,type_of_location,hse_group,hse_directorate,hse_area,hse_division,combined_id,cytora_ingest_ts
4407134,01,A & E Builders (Basingstoke) Ltd,Salisbury,Magistrates Court,,Work at Height Regulations 2005 (No  4) para 1,27/04/2015,Fine,"£5,000.00",Deep Lane/A & E Builders (Basi1a Deep LaneBASINGSTOKEHampshireRG21 7RYEngland,East & South East,Basingstoke,Construction,41200 - CONSTRUCTION OF BUILDINGS,Fixed,HSE Group,HSE Directorate,HSE Area,HSE Division,4407134001,1652958283.7420874
