Defendant,Description,Offence Date,Total Fine,Total Costs Awarded to HSE,Time-st
Glassflake Limited,Failure to ensure work on live electrical equipment was carried out in a safe fashion,07/06/2019,"£30,170.00",£693.62,2022-05-05 16:12:59.423758+00:00
