Defendant,Description,Offence Date,Total Fine,Total Costs Awarded to HSE,Time-st
Northern Gas Networks Limited,Prosecution of Northern Gas Networks Limited in respect of fatality - Elena Frunza,14/02/2019,"£5,000,000.00","£91,489.51",2022-05-05 14:36:38.188215+00:00
